Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Task estimation for software company employees based on computer interaction logs","Empirical Software Engineering","","26","5","10.1007/s10664-021-10006-4","Florian PellegrinZeynep YücelAkito MondenPattara Leelaprute","2021","http://link.springer.com/article/10.1007/s10664-021-10006-4","Article"
"Demystifying the challenges and benefits of analyzing user-reported logs in bug reports","Empirical Software Engineering","","26","1","10.1007/s10664-020-09893-w","An Ran ChenTse-Hsun (Peter) ChenShaowei Wang","2021","http://link.springer.com/article/10.1007/s10664-020-09893-w","Article"
"World of code: enabling a research workflow for mining and analyzing the universe of open source VCS data","Empirical Software Engineering","","26","2","10.1007/s10664-020-09905-9","Yuxing MaTapajit DeyChris BogartSadika AmreenMarat ValievAdam TutkoDavid KennardRussell ZaretzkiAudris Mockus","2021","http://link.springer.com/article/10.1007/s10664-020-09905-9","Article"
"Interactive log-delta analysis using multi-range filtering","Software and Systems Modeling","","","","10.1007/s10270-021-00902-0","Maxim VidgofDjordje DjuricaSaimir BalaJan Mendling","2021","http://link.springer.com/article/10.1007/s10270-021-00902-0","Article"
"Analysing Time-Stamped Co-Editing Networks in Software Development Teams using git2net","Empirical Software Engineering","","26","4","10.1007/s10664-020-09928-2","Christoph GoteIngo ScholtesFrank Schweitzer","2021","http://link.springer.com/article/10.1007/s10664-020-09928-2","Article"
"Release synchronization in software ecosystems","Empirical Software Engineering","","26","3","10.1007/s10664-020-09929-1","Armstrong FoundjemBram Adams","2021","http://link.springer.com/article/10.1007/s10664-020-09929-1","Article"
"CHECKSUM: tracking changes and measuring contributions in cooperative systems modeling","Software and Systems Modeling","","20","4","10.1007/s10270-020-00840-3","Pierre A. AkikiHoda W. Maalouf","2021","http://link.springer.com/article/10.1007/s10270-020-00840-3","Article"
"Probabilistic modelling and verification using RoboChart and PRISM","Software and Systems Modeling","","","","10.1007/s10270-021-00916-8","Kangfeng YeAna CavalcantiSimon FosterAlvaro MiyazawaJim Woodcock","2021","http://link.springer.com/article/10.1007/s10270-021-00916-8","Article"
"A study into the practice of reporting software engineering experiments","Empirical Software Engineering","","26","6","10.1007/s10664-021-10007-3","Kate RevoredoDjordje DjuricaJan Mendling","2021","http://link.springer.com/article/10.1007/s10664-021-10007-3","Article"
"A privacy and security analysis of early-deployed COVID-19 contact tracing Android apps","Empirical Software Engineering","","26","3","10.1007/s10664-020-09934-4","Majid HatamianSamuel WairimuNurul MomenLothar Fritsch","2021","http://link.springer.com/article/10.1007/s10664-020-09934-4","Article"
"Software development with feature toggles: practices used by practitioners","Empirical Software Engineering","","26","1","10.1007/s10664-020-09901-z","Rezvan Mahdavi-HezavehJacob DremannLaurie Williams","2021","http://link.springer.com/article/10.1007/s10664-020-09901-z","Article"
"Discovering configuration workflows from existing logs using process mining","Empirical Software Engineering","","26","1","10.1007/s10664-020-09911-x","Belén Ramos-GutiérrezÁngel Jesús Varela-VacaJosé A. GalindoMaría Teresa Gómez-LópezDavid Benavides","2021","http://link.springer.com/article/10.1007/s10664-020-09911-x","Article"
"An improved text classification modelling approach to identify security messages in heterogeneous projects","Software Quality Journal","","29","2","10.1007/s11219-020-09546-7","Tosin Daniel OyetoyanPatrick Morrison","2021","http://link.springer.com/article/10.1007/s11219-020-09546-7","Article"
"Monitoring a CI/CD Workflow Using Process Mining","SN Computer Science","","2","6","10.1007/s42979-021-00830-2","Ana Filipa NogueiraMário Zenha-Rela","2021","http://link.springer.com/article/10.1007/s42979-021-00830-2","Article"
"Runtime translation of OCL-like statements on Simulink models: Expanding domains and optimising queries","Software and Systems Modeling","","","","10.1007/s10270-021-00910-0","Beatriz A. SanchezAthanasios ZolotasHoracio Hoyos RodriguezDimitris KolovosRichard F. PaigeJustin C. CooperJason Hampson","2021","http://link.springer.com/article/10.1007/s10270-021-00910-0","Article"
"Software-Defined Dew, Roof, Fog and Cloud (SD-DRFC) Framework for IoT Ecosystem: The Journey, Novel Framework Architecture, Simulation, and Use Cases","SN Computer Science","","2","3","10.1007/s42979-021-00521-y","Ishtiaq AhammadMd. Ashikur Rahman KhanZayed Us Salehin","2021","http://link.springer.com/article/10.1007/s42979-021-00521-y","Article"
"ANCHOR: locating android framework-specific crashing faults","Automated Software Engineering","","28","2","10.1007/s10515-021-00290-1","Pingfan KongLi LiJun GaoTimothée RiomYanjie ZhaoTegawendé F. BissyandéJacques Klein","2021","http://link.springer.com/article/10.1007/s10515-021-00290-1","Article"
"An empirical study of same-day releases of popular packages in the npm ecosystem","Empirical Software Engineering","","26","5","10.1007/s10664-021-09980-6","Filipe R. CogoGustavo A. OlivaCor-Paul BezemerAhmed E. Hassan","2021","http://link.springer.com/article/10.1007/s10664-021-09980-6","Article"
"First international competition on software testing","International Journal on Software Tools for Technology Transfer","","","","10.1007/s10009-021-00613-3","Dirk Beyer","2021","http://link.springer.com/article/10.1007/s10009-021-00613-3","Article"
"The secret life of test smells - an empirical study on test smell evolution and maintenance","Empirical Software Engineering","","26","5","10.1007/s10664-021-09969-1","Dong Jae KimTse-Hsun (Peter) ChenJinqiu Yang","2021","http://link.springer.com/article/10.1007/s10664-021-09969-1","Article"
"FACER: An API usage-based code-example recommender for opportunistic reuse","Empirical Software Engineering","","26","6","10.1007/s10664-021-10000-w","Shamsa AbidShafay ShamailHamid Abdul BasitSarah Nadi","2021","http://link.springer.com/article/10.1007/s10664-021-10000-w","Article"
"Application of the OIRE method—tool support and initial feedback from two chinese companies","Software Quality Journal","","","","10.1007/s11219-021-09562-1","Huishi YinDietmar Pfahl","2021","http://link.springer.com/article/10.1007/s11219-021-09562-1","Article"
"The Log Skeleton Visualizer in ProM 6.9","International Journal on Software Tools for Technology Transfer","","","","10.1007/s10009-021-00618-y","H. M. W. Verbeek","2021","http://link.springer.com/article/10.1007/s10009-021-00618-y","Article"
"A taxonomy for classifying runtime verification tools","International Journal on Software Tools for Technology Transfer","","23","2","10.1007/s10009-021-00609-z","Yliès FalconeSrđan KrstićGiles RegerDmitriy Traytel","2021","http://link.springer.com/article/10.1007/s10009-021-00609-z","Article"
"A Comparative Survey of Big Data Computing and HPC: From a Parallel Programming Model to a Cluster Architecture","International Journal of Parallel Programming","","","","10.1007/s10766-021-00717-y","Fei YinFeng Shi","2021","http://link.springer.com/article/10.1007/s10766-021-00717-y","Article"
"Model-based resource analysis and synthesis of service-oriented automotive software architectures","Software and Systems Modeling","","","","10.1007/s10270-021-00896-9","Stefan KugelePhilipp ObergfellEric Sax","2021","http://link.springer.com/article/10.1007/s10270-021-00896-9","Article"
"Big data in cybersecurity: a survey of applications and future trends","Journal of Reliable Intelligent Environments","","7","2","10.1007/s40860-020-00120-3","Mohammed M. Alani","2021","http://link.springer.com/article/10.1007/s40860-020-00120-3","Article"
"Scalable online first-order monitoring","International Journal on Software Tools for Technology Transfer","","23","2","10.1007/s10009-021-00607-1","Joshua SchneiderDavid BasinFrederik BrixSrđan KrstićDmitriy Traytel","2021","http://link.springer.com/article/10.1007/s10009-021-00607-1","Article"
"A longitudinal exploratory study on code smells in server side web applications","Software Quality Journal","","","","10.1007/s11219-021-09567-w","Narjes BessghaierAli OuniMohamed Wiem Mkaouer","2021","http://link.springer.com/article/10.1007/s11219-021-09567-w","Article"
"Reproducible execution of POSIX programs with DiOS","Software and Systems Modeling","","20","2","10.1007/s10270-020-00837-y","Petr RočkaiZuzana BaranováJan MrázekKatarína KejstováJiříí Barnat","2021","http://link.springer.com/article/10.1007/s10270-020-00837-y","Article"
"Testing cockpit display systems of aircraft using a model-based approach","Software and Systems Modeling","","","","10.1007/s10270-020-00844-z","Hassan SartajMuhammad Zohaib IqbalMuhammad Uzair Khan","2021","http://link.springer.com/article/10.1007/s10270-020-00844-z","Article"
"Assessing exception handling testing practices in open-source libraries","Empirical Software Engineering","","26","5","10.1007/s10664-021-09983-3","Luan P. LimaLincoln S. RochaCarla I. M. BezerraMatheus Paixao","2021","http://link.springer.com/article/10.1007/s10664-021-09983-3","Article"
"MATTER: A tool for generating end-to-end IoT test scripts","Software Quality Journal","","","","10.1007/s11219-021-09565-y","Dario OlianasMaurizio LeottaFilippo Ricca","2021","http://link.springer.com/article/10.1007/s11219-021-09565-y","Article"
"Copula-based software metrics aggregation","Software Quality Journal","","","","10.1007/s11219-021-09568-9","Maria UlanWelf LöweMorgan EricssonAnna Wingkvist","2021","http://link.springer.com/article/10.1007/s11219-021-09568-9","Article"
"Optimization framework for DFG-based automated process discovery approaches","Software and Systems Modeling","","20","4","10.1007/s10270-020-00846-x","Adriano AugustoMarlon DumasMarcello La RosaSander J. J. LeemansSeppe K. L. M. vanden Broucke","2021","http://link.springer.com/article/10.1007/s10270-020-00846-x","Article"
"An extension of first-order LTL with rules with application to runtime verification","International Journal on Software Tools for Technology Transfer","","23","4","10.1007/s10009-021-00626-y","Klaus HavelundDoron Peled","2021","http://link.springer.com/article/10.1007/s10009-021-00626-y","Article"
"Topic modeling in software engineering research","Empirical Software Engineering","","26","6","10.1007/s10664-021-10026-0","Camila Costa SilvaMatthias GalsterFabian Gilson","2021","http://link.springer.com/article/10.1007/s10664-021-10026-0","Article"
"Learning lenient parsing & typing via indirect supervision","Empirical Software Engineering","","26","2","10.1007/s10664-021-09942-y","Toufique AhmedPremkumar DevanbuVincent J Hellendoorn","2021","http://link.springer.com/article/10.1007/s10664-021-09942-y","Article"
"What makes a popular academic AI repository?","Empirical Software Engineering","","26","1","10.1007/s10664-020-09916-6","Yuanrui FanXin XiaDavid LoAhmed E. HassanShanping Li","2021","http://link.springer.com/article/10.1007/s10664-020-09916-6","Article"
"Natural language ambiguity resolution by intelligent semantic annotation of software requirements","Automated Software Engineering","","28","2","10.1007/s10515-021-00291-0","Fariha AshfaqImran Sarwar Bajwa","2021","http://link.springer.com/article/10.1007/s10515-021-00291-0","Article"
"Spectra: a specification language for reactive systems","Software and Systems Modeling","","20","5","10.1007/s10270-021-00868-z","Shahar MaozJan Oliver Ringert","2021","http://link.springer.com/article/10.1007/s10270-021-00868-z","Article"
"Are datasets for information retrieval-based bug localization techniques trustworthy?","Empirical Software Engineering","","26","3","10.1007/s10664-021-09946-8","Misoo KimEunseok Lee","2021","http://link.springer.com/article/10.1007/s10664-021-09946-8","Article"
"A comprehensive study of bloated dependencies in the Maven ecosystem","Empirical Software Engineering","","26","3","10.1007/s10664-020-09914-8","César Soto-ValeroNicolas HarrandMartin MonperrusBenoit Baudry","2021","http://link.springer.com/article/10.1007/s10664-020-09914-8","Article"
"Industry practices and challenges for the evolvability assurance of microservices","Empirical Software Engineering","","26","5","10.1007/s10664-021-09999-9","Justus BognerJonas FritzschStefan WagnerAlfred Zimmermann","2021","http://link.springer.com/article/10.1007/s10664-021-09999-9","Article"
"Machine learning techniques for software testing effort prediction","Software Quality Journal","","","","10.1007/s11219-020-09545-8","Cuauhtémoc López-Martín","2021","http://link.springer.com/article/10.1007/s11219-020-09545-8","Article"
"Does class size matter? An in-depth assessment of the effect of class size in software defect prediction","Empirical Software Engineering","","26","5","10.1007/s10664-021-09991-3","Amjed TahirKwabena E. BenninXun XiaoStephen G. MacDonell","2021","http://link.springer.com/article/10.1007/s10664-021-09991-3","Article"
"Development of recommendation systems for software engineering: the CROSSMINER experience","Empirical Software Engineering","","26","4","10.1007/s10664-021-09963-7","Juri Di RoccoDavide Di RuscioClaudio Di SipioPhuong T. NguyenRiccardo Rubei","2021","http://link.springer.com/article/10.1007/s10664-021-09963-7","Article"
"An exploratory study on the introduction and removal of different types of technical debt in deep learning frameworks","Empirical Software Engineering","","26","2","10.1007/s10664-020-09917-5","Jiakun LiuQiao HuangXin XiaEmad ShihabDavid LoShanping Li","2021","http://link.springer.com/article/10.1007/s10664-020-09917-5","Article"
"Corrective commit probability: a measure of the effort invested in bug fixing","Software Quality Journal","","","","10.1007/s11219-021-09564-z","Idan AmitDror G. Feitelson","2021","http://link.springer.com/article/10.1007/s11219-021-09564-z","Article"
"Improved distributed 
              
                
              
              $$\Delta $$
              
                Δ
              
            -coloring","Distributed Computing","","34","4","10.1007/s00446-021-00397-4","Mohsen GhaffariJuho HirvonenFabian KuhnYannic Maus","2021","http://link.springer.com/article/10.1007/s00446-021-00397-4","Article"
"Automated driver management for Selenium WebDriver","Empirical Software Engineering","","26","5","10.1007/s10664-021-09975-3","Boni GarcíaMario Munoz-OrganeroCarlos Alario-HoyosCarlos Delgado Kloos","2021","http://link.springer.com/article/10.1007/s10664-021-09975-3","Article"
"Locating faults with program slicing: an empirical analysis","Empirical Software Engineering","","26","3","10.1007/s10664-020-09931-7","Ezekiel SoremekunLukas KirschnerMarcel BöhmeAndreas Zeller","2021","http://link.springer.com/article/10.1007/s10664-020-09931-7","Article"
"Model-based test case generation from UML sequence diagrams using extended finite state machines","Software Quality Journal","","29","3","10.1007/s11219-020-09531-0","Mauricio RochaAdenilso SimãoThiago Sousa","2021","http://link.springer.com/article/10.1007/s11219-020-09531-0","Article"
"Time-space trade-offs in population protocols for the majority problem","Distributed Computing","","34","2","10.1007/s00446-020-00385-0","Petra BerenbrinkRobert ElsässerTom FriedetzkyDominik KaaserPeter KlingTomasz Radzik","2021","http://link.springer.com/article/10.1007/s00446-020-00385-0","Article"
"Data Science and Analytics: An Overview from Data-Driven Smart Computing, Decision-Making and Applications Perspective","SN Computer Science","","2","5","10.1007/s42979-021-00765-8","Iqbal H. Sarker","2021","http://link.springer.com/article/10.1007/s42979-021-00765-8","Article"
"Enabling BDI group plans with coordination middleware: semantics and implementation","Autonomous Agents and Multi-Agent Systems","","35","2","10.1007/s10458-021-09525-7","Stephen Cranefield","2021","http://link.springer.com/article/10.1007/s10458-021-09525-7","Article"
"Reviewing rounds prediction for code patches","Empirical Software Engineering","","27","1","10.1007/s10664-021-10035-z","Yuan HuangXingjian LiangZhihao ChenNan JiaXiapu LuoXiangping ChenZibin ZhengXiaocong Zhou","2021","http://link.springer.com/article/10.1007/s10664-021-10035-z","Article"
"Rotten green tests in Java, Pharo and Python","Empirical Software Engineering","","26","6","10.1007/s10664-021-10016-2","Vincent AranegaJulien DelplanqueMatias MartinezAndrew P. BlackStéphane DucasseAnne EtienChristopher FuhrmanGuillermo Polito","2021","http://link.springer.com/article/10.1007/s10664-021-10016-2","Article"
"Survey on serverless computing","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00253-7","Hassan B. HassanSaman A. BarakatQusay I. Sarhan","2021","http://link.springer.com/article/10.1186/s13677-021-00253-7","Article"
"Automatic team recommendation for collaborative software development","Empirical Software Engineering","","26","4","10.1007/s10664-021-09966-4","Suppawong TuarobNoppadol AssavakamhaenghanWaralee TanaphantarukPonlakit SuwanworaboonSaeed-Ul HassanMorakot Choetkiertikul","2021","http://link.springer.com/article/10.1007/s10664-021-09966-4","Article"
"Language-independent look-ahead for checking multi-perspective declarative process models","Software and Systems Modeling","","20","5","10.1007/s10270-020-00857-8","Martin KäppelLars AckermannStefan SchönigStefan Jablonski","2021","http://link.springer.com/article/10.1007/s10270-020-00857-8","Article"
"Empirical assessment of generating adversarial configurations for software product lines","Empirical Software Engineering","","26","1","10.1007/s10664-020-09915-7","Paul TempleGilles PerrouinMathieu AcherBattista BiggioJean-Marc JézéquelFabio Roli","2021","http://link.springer.com/article/10.1007/s10664-020-09915-7","Article"
"BAT.jl: A Julia-Based Tool for Bayesian Inference","SN Computer Science","","2","3","10.1007/s42979-021-00626-4","Oliver SchulzFrederik BeaujeanAllen CaldwellCornelius GrunwaldVasyl HafychKevin KröningerSalvatore La CagninaLars RöhrigLolian Shtembari","2021","http://link.springer.com/article/10.1007/s42979-021-00626-4","Article"
"Binary de Bruijn Sequences via Zech’s Logarithms","SN Computer Science","","2","4","10.1007/s42979-021-00683-9","Zuling ChangMartianus Frederic EzermanAdamas Aqsa FahrezaSan LingJanusz SzmidtHuaxiong Wang","2021","http://link.springer.com/article/10.1007/s42979-021-00683-9","Article"
"Windowed backoff algorithms for WiFi: theory and performance under batched arrivals","Distributed Computing","","34","5","10.1007/s00446-021-00403-9","William C. AndertonTrisha ChakrabortyMaxwell Young","2021","http://link.springer.com/article/10.1007/s00446-021-00403-9","Article"
"How do i refactor this? An empirical study on refactoring trends and topics in Stack Overflow","Empirical Software Engineering","","27","1","10.1007/s10664-021-10045-x","Anthony PerumaSteven SimmonsEman Abdullah AlOmarChristian D. NewmanMohamed Wiem MkaouerAli Ouni","2021","http://link.springer.com/article/10.1007/s10664-021-10045-x","Article"
"Statistical Analysis Based Intrusion Detection System for Ultra-High-Speed Software Defined Network","International Journal of Parallel Programming","","","","10.1007/s10766-021-00715-0","Talha NaqashSajjad Hussain ShahMuhammad Najam Ul Islam","2021","http://link.springer.com/article/10.1007/s10766-021-00715-0","Article"
"Weighted software metrics aggregation and its application to defect prediction","Empirical Software Engineering","","26","5","10.1007/s10664-021-09984-2","Maria UlanWelf LöweMorgan EricssonAnna Wingkvist","2021","http://link.springer.com/article/10.1007/s10664-021-09984-2","Article"
"The Relation of Test-Related Factors to Software Quality: A Case Study on Apache Systems","Empirical Software Engineering","","26","2","10.1007/s10664-020-09891-y","Fabiano PecorelliFabio PalombaAndrea De Lucia","2021","http://link.springer.com/article/10.1007/s10664-020-09891-y","Article"
"Precision, recall, and sensitivity of monitoring partially synchronous distributed programs","Distributed Computing","","34","5","10.1007/s00446-021-00402-w","Duong NguyenSorrachai YingchareonthawornchaiVidhya Tekken ValapilSandeep S. KulkarniMurat Demirbas","2021","http://link.springer.com/article/10.1007/s00446-021-00402-w","Article"
"Concurrent disjoint set union","Distributed Computing","","","","10.1007/s00446-020-00388-x","Siddhartha V. JayantiRobert E. Tarjan","2021","http://link.springer.com/article/10.1007/s00446-020-00388-x","Article"
"Unleashing textual descriptions of business processes","Software and Systems Modeling","","","","10.1007/s10270-021-00886-x","Josep Sànchez-FerreresAndrea BurattinJosep CarmonaMarco MontaliLluís PadróLuís Quishpi","2021","http://link.springer.com/article/10.1007/s10270-021-00886-x","Article"
"Individual differences limit predicting well-being and productivity using software repositories: a longitudinal industrial study","Empirical Software Engineering","","26","5","10.1007/s10664-021-09977-1","Miikka KuutilaMika MäntyläMaëlick ClaesMarko ElovainioBram Adams","2021","http://link.springer.com/article/10.1007/s10664-021-09977-1","Article"
"A first look at Android applications in Google Play related to COVID-19","Empirical Software Engineering","","26","4","10.1007/s10664-021-09943-x","Jordan SamhiKevin AllixTegawendé F. BissyandéJacques Klein","2021","http://link.springer.com/article/10.1007/s10664-021-09943-x","Article"
"Automated end-to-end management of the modeling lifecycle in deep learning","Empirical Software Engineering","","26","2","10.1007/s10664-020-09894-9","Gharib GharibiVijay WalunjRaju NekadiRaj MarriYugyung Lee","2021","http://link.springer.com/article/10.1007/s10664-020-09894-9","Article"
"Bringing runtime verification home: a case study on the hierarchical monitoring of smart homes using decentralized specifications","International Journal on Software Tools for Technology Transfer","","","","10.1007/s10009-021-00614-2","Antoine El-HokayemYliès Falcone","2021","http://link.springer.com/article/10.1007/s10009-021-00614-2","Article"
"Codes of conduct in Open Source Software—for warm and fuzzy feelings or equality in community?","Software Quality Journal","","","","10.1007/s11219-020-09543-w","Vandana SinghBrice BongiovanniWilliam Brandon","2021","http://link.springer.com/article/10.1007/s11219-020-09543-w","Article"
"IIAG: a data-driven and theory-inspired approach for advising how to interact with new remote collaborators in OSS teams","Automated Software Engineering","","28","2","10.1007/s10515-021-00283-0","Yi WangDavid Redmiles","2021","http://link.springer.com/article/10.1007/s10515-021-00283-0","Article"
"Two Class Pruned Log Message Anomaly Detection","SN Computer Science","","2","5","10.1007/s42979-021-00772-9","Amir FarzadT. Aaron Gulliver","2021","http://link.springer.com/article/10.1007/s42979-021-00772-9","Article"
